18AN_01	525472	9252989	0	0	0	18	31	31	30	31	30	17
20AM_01	527780	9251859	22	30	9	0	0	0	0	0	0	0
20AN_01	527905	9252613	0	0	23	30	31	31	30	31	30	17
22AM_01	529778	9251774	23	30	31	30	31	31	30	31	30	15
22AN_01	529044	9252034	23	30	31	30	31	31	30	31	30	18
22AO_01	529831	9253865	23	30	31	30	31	31	30	31	30	16
23AM_02	530448	9251319	0	0	0	0	0	0	16	31	18	0
23AO_01	530468	9253602	23	30	31	30	31	31	30	10	15	16
23AO_02	530468	9253602	0	0	0	0	0	0	17	31	17	0
23AP_01	530818	9254543	23	30	31	30	31	31	30	10	0	0
24AL_01	531234	9250563	22	30	31	30	31	31	15	0	0	0
24AL_02	531194	9250623	0	0	0	0	0	0	16	31	30	15
24AM_01	531507	9251094	21	30	31	30	31	31	30	31	19	0
24AP_01	531069	9254652	16	15	18	30	20	0	0	0	0	0
24AP_02	531114	9254513	0	0	0	0	0	0	16	31	30	18
24AQ_01	531884	9255811	0	0	0	19	31	31	30	31	30	19
25AJ_01	532873	9248747	0	0	0	0	0	0	12	31	30	15
25AK_01	532254	9249530	21	30	31	30	31	31	30	31	30	15
25AM_01	532023	9251290	21	30	31	30	31	31	30	31	30	15
25AO_01	532945	9253709	16	30	31	30	31	24	0	0	13	18
25AP_01	532817	9254261	16	30	31	30	31	24	0	0	0	0
25AQ_01	532065	9255932	0	15	31	12	0	8	30	31	18	0
26AJ_01	533618	9248462	20	30	31	30	31	31	30	29	0	0
26AJ_02	533634	9248437	0	0	0	0	0	0	0	10	20	0
26AN_01	533882	9252652	16	30	31	30	20	0	0	0	0	0
26AO_01	533791	9253792	21	30	31	30	17	0	0	0	0	0
26AP_01	533795	9254027	0	0	0	0	15	31	19	10	30	14
26AQ_01	533767	9255772	0	22	31	18	0	0	0	0	0	0
26AQ_02	533783	9255772	0	0	0	13	15	6	19	0	0	0
26AR_01	533900	9256628	23	30	31	30	14	0	0	0	0	0
26AR_02	533959	9256633	0	0	0	0	18	31	20	7	30	13
27AJ_01	534400	9248965	20	11	21	30	31	31	30	31	20	0
27AK_01	534198	9249380	20	30	31	13	16	30	30	23	0	0
27AM_01	534767	9251981	0	17	31	30	31	31	17	0	0	0
27AN_01	534515	9252809	16	30	31	30	31	31	30	31	30	18
27AO_01	534964	9253602	21	11	22	30	31	31	30	31	30	16
27AP_01	534698	9254427	21	30	31	30	17	0	0	0	0	0
27AP_02	534725	9254442	0	0	0	0	15	31	30	31	30	14
27AQ_01	534753	9255405	0	0	23	30	15	6	19	0	0	0
27AR_01	534107	9256837	23	30	31	30	31	31	30	25	8	13
27AS_01	534340	9257150	23	30	31	30	31	31	30	25	0	0
27AS_02	534595	9257284	0	0	0	0	0	0	0	7	30	13
28AJ_01	535501	9248397	18	30	31	30	31	31	30	31	30	14
28AK_01	535409	9249077	18	30	31	30	31	31	30	31	30	14
28AL_01	535386	9250204	18	30	31	30	31	31	30	31	30	14
28AM_01	535397	9251903	0	17	14	0	0	0	0	0	0	0
28AM_02	535162	9251949	0	0	0	16	31	31	30	21	0	0
28AM_03	535154	9251903	0	0	0	0	0	0	0	11	30	17
28AN_01	535597	9252475	17	30	31	13	0	0	0	0	0	0
28AN_02	535597	9252475	0	0	0	17	31	25	0	0	0	0
28AN_03	535880	9252538	0	0	0	0	0	7	30	31	30	17
28AO_01	535154	9253267	17	30	31	15	0	0	0	0	0	0
28AO_02	535098	9253282	0	0	0	16	31	31	30	22	11	16
28AP_01	535012	9254069	21	30	31	30	31	31	19	10	30	21
28AQ_01	535632	9255538	22	30	31	30	31	31	19	8	30	14
28AR_01	535557	9256950	22	30	31	30	14	0	0	0	0	0
28AR_02	535557	9256950	0	0	0	0	18	31	20	0	0	0
28AR_03	535942	9256979	0	0	0	0	0	0	11	31	30	13
28AS_01	535094	9257355	23	30	31	19	0	0	0	0	0	0
28AS_02	535094	9257355	0	0	0	12	31	31	30	31	28	13
29AJ_01	536215	9248326	20	30	31	30	31	31	30	31	30	14
29AK_01	536061	9249503	18	30	13	15	31	31	30	31	30	14
29AM_01	536317	9251818	0	0	0	17	31	31	30	31	30	17
29AN_01	536133	9252267	0	17	31	14	0	0	0	0	0	0
29AP_01	536163	9254066	20	30	31	30	16	0	13	31	30	15
29AR_01	536787	9256776	20	30	31	30	31	31	30	31	30	14
29AS_01	536208	9257134	0	0	0	0	0	0	0	8	30	13
29AT_01	536752	9258809	22	30	31	30	20	0	0	0	0	0
29AT_02	536653	9258929	0	0	0	0	12	28	11	31	30	13
29AU_01	536719	9259347	21	30	31	30	31	31	20	0	0	0
29AU_02	536624	9259161	0	0	0	0	0	0	11	31	30	13
29AV_01	536752	9260443	23	30	31	30	31	31	20	0	0	0
30AI_01	537715	9247826	0	0	18	30	31	31	30	31	30	13
30AJ_01	537611	9248116	17	30	14	0	0	0	0	0	0	0
30AK_01	537358	9249086	0	0	0	0	15	31	30	31	30	13
30AM_01	537449	9251599	18	30	31	14	0	0	0	0	0	0
30AM_02	537436	9251594	0	0	0	17	31	31	30	31	30	17
30AO_01	537904	9253465	20	30	31	30	31	31	30	31	30	15
30AQ_01	537750	9255722	20	30	31	17	0	0	0	9	30	14
30AS_01	537285	9257280	21	30	31	30	31	31	30	31	30	13
30AU_01	537199	9259018	22	30	31	30	31	28	0	7	30	13
30AW_01	537470	9261567	23	9	17	30	31	31	30	31	30	12
30AX_01	537753	9262187	23	30	31	30	21	0	0	0	0	0
30AX_02	537213	9262394	0	0	0	0	11	31	30	31	30	12
31AI_01	538398	9247920	16	30	31	30	31	31	30	31	30	13
31AJ_01	538467	9248080	16	30	31	30	31	31	30	31	16	0
31AN_01	538242	9252573	19	30	12	0	0	0	0	0	0	0
31AO_01	538442	9253310	20	30	12	0	0	0	0	0	0	0
31AO_02	538542	9253165	0	0	20	16	16	31	18	9	21	0
31AQ_01	538241	9255752	0	0	0	14	19	0	0	0	0	0
31AQ_02	538241	9255752	0	0	0	0	13	31	30	23	0	0
31AR_01	538124	9256389	0	20	31	30	31	31	30	31	30	14
31AS_01	538241	9257381	0	0	0	0	0	0	0	8	30	14
32AI_01	539382	9247686	0	16	31	30	31	31	30	31	23	0
32AJ_01	539392	9248091	0	16	31	17	14	31	17	11	30	13
32AL_01	539869	9250523	20	30	31	30	31	31	17	0	0	0
32AN_01	539137	9252828	18	12	20	30	31	31	18	0	0	0
32AN_02	539137	9252828	0	0	0	0	0	0	0	9	30	15
32AO_01	539305	9253146	18	30	31	30	31	27	13	31	30	15
32AQ_01	539553	9255359	19	30	31	30	31	31	30	31	30	14
32AS_01	539744	9257022	19	30	31	17	0	0	0	0	0	0
32AU_01	540000	9259603	0	16	31	30	31	23	16	31	30	16
32AW_01	539901	9261164	0	15	31	30	31	31	30	31	30	17
33AI_01	540215	9247282	16	30	31	30	31	31	30	21	8	13
33AJ_01	540220	9248194	16	30	31	30	31	31	17	0	0	0
33AK_01	540810	9249827	0	0	0	0	0	0	14	31	30	16
33AL_01	540414	9250699	20	30	31	30	31	31	30	31	30	16
33AM_01	540529	9251518	20	30	31	30	16	8	30	31	30	16
33AP_01	540388	9254603	18	30	31	30	31	31	30	31	30	15
33AQ_01	540770	9255257	18	30	31	30	31	31	30	31	30	15
33AR_01	540251	9256679	0	0	0	14	18	0	13	23	0	0
33AR_02	540251	9256679	0	0	0	0	14	31	18	9	30	14
33AT_01	540630	9258610	0	17	31	30	31	31	30	31	30	16
33AW_01	540686	9261438	0	15	31	30	31	31	30	31	30	17
34AH_01	541352	9246927	18	30	31	30	31	31	30	31	30	14
34AI_01	541228	9247757	18	30	13	0	0	0	0	0	0	0
34AI_02	541448	9247181	0	0	21	30	31	31	30	31	30	14
34AJ_01	541322	9248501	0	17	31	30	17	7	30	31	30	14
34AK_01	541550	9249849	20	13	0	0	0	0	0	0	0	0
34AK_02	541430	9249822	0	18	11	0	0	0	0	0	0	0
34AK_03	541365	9249365	0	0	0	16	31	31	30	31	30	14
34AL_01	541466	9250303	19	30	31	16	0	0	0	0	0	0
34AL_02	541466	9250303	0	0	0	16	31	31	30	31	30	16
34AM_01	541897	9251753	21	30	31	30	31	31	30	31	30	13
34AO_01	541666	9253689	21	10	0	0	0	0	0	0	0	0
34AO_02	541789	9253287	0	21	31	30	31	31	30	31	30	13
34AP_01	541380	9254849	18	30	31	30	31	31	30	31	30	15
34AQ_01	541202	9255154	18	12	19	30	31	31	30	22	0	0
34AQ_02	541195	9255184	0	0	0	0	0	0	0	10	30	15
34AR_01	541595	9256724	17	30	31	16	0	0	0	0	0	0
34AR_02	541241	9256065	0	0	0	16	31	31	30	31	30	15
34AS_01	541003	9257819	17	30	31	30	31	31	30	31	30	16
34AU_01	541068	9259532	0	16	31	30	31	23	16	31	18	0
34AU_02	541044	9259507	0	0	0	0	0	0	0	0	13	16
34AX_01	541564	9262018	0	15	31	30	31	31	14	0	0	0
34AY_01	541083	9263085	0	0	23	30	31	31	30	31	30	31
35AH_01	542654	9246460	17	30	31	30	31	31	30	31	30	14
35AI_01	542674	9247097	17	30	31	30	31	31	30	31	30	16
35AK_01	542264	9249791	19	30	31	30	31	31	30	31	30	16
35AN_01	542026	9252762	22	30	31	30	31	31	30	20	13	13
35AO_01	542482	9253671	21	10	0	0	0	0	0	0	0	0
35AO_02	542452	9253217	0	21	31	30	31	31	30	31	30	13
35AP_01	542085	9254439	17	30	31	30	31	31	17	0	0	0
35AP_03	542011	9254369	0	0	0	0	0	0	0	10	30	15
35AS_01	542612	9257682	0	0	0	17	31	31	16	0	0	0
36AG_01	543801	9245808	0	0	0	0	0	0	0	8	30	14
36AI_01	543288	9247446	16	30	31	30	31	31	30	31	30	16
36AJ_01	543145	9248523	19	30	31	30	31	31	30	31	30	16
36AK_01	543201	9249417	19	30	14	0	15	31	30	31	30	16
36AL_01	543210	9250758	0	0	0	0	18	22	0	0	0	0
36AL_02	543805	9250725	0	0	0	0	0	10	30	31	30	7
36AM_01	543261	9251817	22	30	31	30	31	31	30	31	30	12
36AN_01	543470	9252759	22	30	31	30	31	31	30	31	30	12
36AO_01	543561	9253236	23	30	31	30	31	31	13	0	0	0
36AO_02	543157	9253147	0	0	0	0	0	0	17	31	30	12
36AS_01	543854	9257187	16	30	31	15	0	0	0	0	0	0
37AG_01	544434	9245810	16	30	31	30	31	31	30	31	30	15
37AH_01	544410	9246284	16	30	31	30	31	31	30	24	0	0
37AH_02	544331	9246086	0	0	0	0	0	0	0	9	30	15
37AL_01	544260	9250642	22	9	23	30	31	31	30	31	30	12
37AN_01	544218	9252596	0	0	0	0	0	0	0	13	17	0
37AO_01	544257	9253371	23	30	31	30	31	31	30	31	16	0
38AE_01	545644	9243619	15	30	31	30	18	3	21	0	0	0
38AE_02	545915	9243201	0	0	0	0	0	0	0	7	30	15
38AF_01	545676	9244427	15	30	31	30	19	0	0	0	0	0
38AF_02	545871	9244065	0	0	0	0	0	4	30	31	30	15
38AG_01	545472	9245423	0	15	31	30	18	0	0	8	30	15
38AG_02	545472	9245423	0	0	0	0	13	27	0	0	0	0
38AH_01	545775	9246206	0	0	0	0	13	30	30	31	30	15
38AI_01	545879	9247185	0	0	0	0	13	31	20	0	0	0
38AK_01	545210	9249758	22	30	31	30	14	0	0	0	0	0
38AN_01	545335	9252644	23	30	31	30	31	31	30	17	0	0
39AF_01	546102	9244455	15	16	20	30	31	5	0	0	0	0
39AF_02	546618	9244065	0	0	0	0	10	31	30	31	30	15
39AG_01	546153	9245559	16	30	31	18	0	0	0	0	0	0
39AH_01	546014	9246144	0	0	20	30	31	31	30	24	0	0
39AI_01	546094	9247097	0	0	0	14	31	31	20	0	0	0
